oare_id,transliteration,translation
81f1a9f0-544f-4939-8510-2128c98764b7,1 SÌLA Ì.GIŠ ša ha-hi-im <gap> ri-iš-tám <gap> ša 2 GÍN.TA i-na li-bi a-zu-ta-a-a DUMU e-me-me iš-tí pá-nim-ma ú-šé-ba-lam IGI šu-IŠTAR,"1 litre of oil from hahhum, first quality <gap> , worth 2 shekels, owed by Azutaya son of Ememe. He is to send it as soon as possible. Witnessed by Šu-Ištar."
820fe88f-a0b0-4f5b-8045-63fda889c841,um-ma a-la-hu-um-ma a-šur-re-ṣí en-nam-a-šur ú da-dí-a a-na e-lá-ma qí-bi4-ma 24 ma-na KÙ.BABBAR dan-a-šur DUMU ša-lim-a-hi-im ub-lam 16.6666 ma-na KÙ.BABBAR a-šur-na-da DUMU a-šur-i-dí ub-lam ŠU.NÍGIN 40.3333 ma-na KÙ.BABBAR ŠÀ.BA 30 ma-na iš-tí a-lá-hi-im ni-il5-qé-ma 1.6666 ma-na KÙ.BABBAR ṣí-ib-tám nu-ṣí-ib ší-tí KÙ.BABBAR-pì-kà 8.6666 ma-na 76 {TÚG}ku-ta-nu 6 ma-na 40 GÍN KÙ.BABBAR it-bu-lu 3 ANŠE ṣa-lá-mu 0.6666 ma-na <gap> GÍN KÙ.BABBAR it-bu-lu 15 AN.NA qá-tim 13 GÍN.TA KÙ.BABBAR-áp-šu 1 ma-na 9 GÍN ú-nu-ut ANŠE.HI.A ù na-ru-qá-tim 9.5 GÍN KÙ.BABBAR it-bu-lu 3.6666 GÍN KÙ.BABBAR té-ṣú-bi nu-ṣí-ib 4.3333 GÍN wa-ṣí-tum 2 GÍN be-lúm-ba-ni il5-qé 4 ku-ta-nu ša a-bu-ša-lim 1 TÚG ša a-šur-re-ṣí 1 TÚG ša da-dí-a 1 TÚG ša be-lúm-ba-ni mì-ma a-nim a-šur-na-da i-ra-de8-a-kum KÙ.BABBAR be-lúm-ba-ni a-ma-kam ša-dí-in,"Thus Ali-ahum, Aššur-rēṣī, Ennam-Aššur and Dadiya, say to Elamma: 24 minas of silver Dān-Aššur, son of Šalim-ahum, has brought us. 16.6666 minas of silver Aššur-nādā, son of Aššur-idī, has brought us. In all 40.3333 minas of silver. Thereof we paid 30 minas we had borrowed from Ali-ahum and we added to it 1.6666 mina of silver as interest. There remains of your silver 8.6666 minas. 76 kutānu-textiles cost 6 minas 40? shekels of silver, 3 black donkeys cost 40 <gap> shekels of silver. 15 minas of tin for expenses at 13 shekels : 1, its price in silver 1 mina 9 shekels. The harness of the donkeys <and> the leather bags cost 9.5 shekels of silver, 3.6666 shekels of silver we added as additions, 4.3333 shekels the export tax, 2 shekels Bēlum-bāni took. 4 kutānu-textiles of Abu-šalim, 1 textile of Aššur-rēṣī, 1 textile of Dadiya, 1 textile of Bēlum-bāni. All this Aššur-nādā leads to you. Make Bēlum-bāni pay the silver over there."
82155dda-2e35-4568-a6ab-99b0a8158586,1 ma-na KÙ.BABBAR šu-ku-bu-um ni-a-um i-na ša li-bi4 hu-bu-li-šu iš-qú-lam,Our own Šu-Kūbum paid me 1 mina of silver as part of his debt;
821b6253-72c8-43a5-93e1-0b40b5f9a7fb,1 ki-ra-am a-šur-na-da 1 ki-ru-um <gap>,1 drink: Aššur-nādā <gap>
824a34df-64f4-4160-aca9-619f4ee9e3fe,a-na ku-da-tim qí-bi4-ma um-ma na-áb-sú-in-ma ù en-um-a-šùr-ma a-na ma-lá ta-áš-pu-ra-ni a-na-kam ni-iš-pè-er-ta-kà áš-me-ma a-dí-i KÙ.BABBAR 1 ma-na-im ša ah-ša-lim ha-bu-lá-ku-ni aṣ-ba-at-ma mì-ma KÙ.BABBAR ú-lá i-dí-nam i-na a-lá-ki-kà ṣa-ba-sú-ma KÙ.BABBAR-áp-kà li-dí-na-kum <gap> GÍN KÙ.BABBAR ša tù-šé-bi4-lá-ni <gap> na-kà-ma <gap> a ni <gap> kà-ni-iš <gap> tí <gap> a <gap> šu ù ra-<gap> am ša ir-ma-a-šùr <gap> ša <gap> li-bi4 <gap>-ku-un šu <gap> ta ù <gap> ku-zi-zi-a ki-ma i-a-tí sí-il5-a-ni pu-uṭ-ra-ma 15 GÍN KÙ.BABBAR ša ku-nu-ku-kà i-ba-ší-ú-ni le-qé-a-ma ù 15 GÍN KÙ.BABBAR ir-ma-a-šùr lu-ra-dí-ma a-na ma-lá a-wa-tí-ku-nu ṭup-pá-am ša i-na wa-ah-šu-ša-na ta-áp-qí-da-ni-ni ṭup-pu-um i-na li-bi4 ṭup-pí <gap> i-ba-ší ú KÙ.BABBAR a-na a-<gap> DUMU sú-kà-lí-a šu-<gap> tù ga ú i <gap>,"To Kudātum from Nāb-Suen and Ennam-Aššur: In accordance with what you wrote, I listened to your missive here, and I seized him with respect to every mina of silver that Ah-šalim owes to you, but he did not give me any silver. Seize him when you arrive so he may give you your silver. <gap> shekels of silver that you sent, <gap> Kuziziya. Open the containers on my behalf, take 15 shekels of silver that is under your seal and then Irma-Aššur will add 15 shekels of silver, and in accordance with your words the tablet that you entrusted to me in Wahšušana - the tablet that is among the tablets <gap> the silver to A <gap> son of Sukkalliya <gap> "
825f7bb7-6626-4487-84db-2b86ccd3e5a5,a ma-lá dí-in kà-ri-im kà-ni-iš TUR GAL en-um-ì-lí DUB.SAR iṣ-ba-at-ni-a-tí-ma a-na É e-lá-ma né-ru-ub-ma ku-nu-ki ša ma-ak-na-ki-im ni-iš-ru-ma i-na ma-ak-na-ki-im 10 né-zi-ib a-na 2-šé-ni-šu ta-ma-lá-ki-šu ša ṭup-pè a-gu5-ú-a DUMU <gap> il5-qé IGI ma-sà-a DUMU a-šùr-ni-im-ri IGI ma-ṣí-ì-lí DUMU bu-zu-zi-im IGI a-mur-a-šùr DUMU a-šùr-DU10,"In accordance with the verdict of the plenary Kanesh colony Ennam-ilī, the scribe, seized us wherepon we entered Elammas house and broke the seals of the sealed room and we left them in the sealed room. Two boxes with tablets Akūa, son of Baziya took. Witnessed by Masaya, son of Aššur-nimrī, by Maṣi-ilī, son of Buzuzum, by Amur-Aššur, son of Aššur-ṭāb."
826445f1-9a31-413c-9c0a-b7c823953a37,i-na 2 ma-na 15 GÍN KÙ.BABBAR ša a šu-mì ší-im bé-tim iš-tí a-šur-ma-lik DUMU ku-ra-ra bé-lúm-ba-ni i-na-sú-in ú pè-ru-wa il5-qé-ú-ni-ni-ma ṭup-pá-šu-nu i-hi-ir-mu-ú i-na ŠÀ.BA 0.83333 ma-na i-na KÙ.BABBAR-pí-a bé-lúm-ba-ni iš-qú-ul a-na 0.3333 ma-na 5 GÍN KÙ.BABBAR ṭup-pá-am ú-kà-il5-ma ṣí-ib-tum ma-dí-iš i-li-ik-ma a-na 0.83333 ma-na KÙ.BABBAR im-gu-ra-ni 0.5 ma-na KÙ.BABBAR mu-sú-kà-e úṣ-ba-am 0.3333 ma-na 1 GÍN KÙ.BABBAR ší-im 3 ku-ta-ni ša qá-tim ša a qá-tí bé-lúm-ba-ni a-na É kà-ri-im i-dí-ú ŠU.NÍGIN 1.6666 ma-na 1 GÍN KÙ.BABBAR a-ha-ma 1 ma-na KÙ.BABBAR ša a-šu-mì a-na-ah-ì-lí DUMU ṭá-ki-i a-šùr-DU10 DUMU a-bu-ša-lim a-pu-lu na-áš-pè-er-tám ša a-šùr-DU10 a-šùr-ma-lik i-ni-iš-am um-ma šu-ut-ma i-na ni-kà-sí KÙ.BABBAR a-šur-DU10 ú-ṭá-hi-a-am iš-té-ni-iš 2.666600000000003 ma-na 1 GÍN KÙ.BABBAR a-šùr-ma-lik i-na li-bi4-a i-dí-i IGI i-dí-sú-in DUMU ku-ku-lá-nim IGI šu-iš-ha-ra-a DUMU ku-ra-ra IGI a-šùr-ṣú-lu-li DUMU i-na-sú-in IGI a-šùr-ba-ni DUB.SAR KÙ.BABBAR a-na a-lim{ki} ša-ak-šu-dam qá-bi-a-ku ú iš-tù a-šùr-ma-lik me-tù i-na ka-ni-iš 2.666600000000003 ma-na 1 GÍN KÙ.BABBAR a-na šu-iš-ha-ra-a DUMU ku-ra-ra ku-ra-ra-a DUMU a-šùr-ma-lik ù lá-ba-na-da ra-bi-ṣí KÙ.BABBAR áš-qúl IGI a-mur-{d}UTU DUMU PÚZUR-ì-lí IGI a-šùr-ba-ni DUMU ku-um-ri-im-ša e-a-ša-ri-im IGI a-šùr-i-mì-tí DUMU ga-du-ba-tim IGI en-um-a-šùr DUMU e-na-nim DUMU ku-up-ru-ra-ak IGI a-šùr-ba-ni DUB.SAR na-áš-pè-er-tám a-na a-šùr-DU10 a-šu-mì 1 ma-na KÙ.BABBAR i-dí-nu-nim na-áš-pè-er-tí a-šùr-DU10 ú-kà-al,"Of the 2 minas and 15 shekels of silver which, because of the payment for the house, Belum-bani, Ennam-Suen and Peruwa, had obtained from Assur-malik, son of Kurara, and for which their valid deed had been drawn up, 0.83333 mina thereof Belum-bani paid with my silver. For 25 shekels of silver I kept a debt-note and a lot of interest has accreued and he has agreed with me on an amount of 0.83333 mina of silver. 0.5 mina of spoiled silver has been added for me. 21 shekels of silver, the price ofthree kutanu-textiles of current quality that he deposited on Belum-banis account in the karum-office — in all 1.66666 mina and 1 shekel of silver. Separately, as for the 1 mina of silver, which on behalf of Anah-ili, the son of Taki, I guaranteed to Assur-tab, son of Abu-salim, Assur-malik brought me a letter of Assur-tab, saying: At the accounting Assur-tab has transferred that silver claim to me. All together Assur-malik has charged me 2.66666 minas and 1 shekel of silver. In the presence of Iddin-Suen, son of Kukulanum, of Su-Ishara, son of Kurara, of Assur-sululi, son of Ennam-Suen, of Assur-bani, the scribe. I had been ordered to make this silver arrive in the City, but after Assur-malik had died, I paid 2.66666 minas and 1 shekel of silver in Kanesh to Su-Ishara, son of Kurara, Kurara, son of Assur-malik, and to Laban-nada, the attorney, in the presence of Amur-Samas, son of Puzur-ili, of Assur-bani, son of the priest of Ea-sarrum, of Assur-imitti, son of GADUbatum, of Ennam-Assur, son of Ennanum, son of Kuprurak, and of Assur-bani, the scribe. The letter addressed to Assur-tab concerning the 1 mina of silver they gave me and I have a letter of Assur-tab in my possession."
8265c157-7157-46e9-ab55-5873a66b1e03,KIŠIB da-dí-a DUMU ba-za-za KIŠIB i-di-a-bi4-im DUMU i-dí-sú-in KIŠIB IŠTAR-il5-šu DUMU a-zu-za-a KIŠIB a-šur-{d}UTU-ši DUMU ì-lí-tù-ra-am 0.6666 ma-na 1 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-il5-šu DUMU a-zu-za-a a-šur-DU10 DUMU e-lá-ma i-šu iš-tù ha-mu-uš-tim ša hu-ra-ṣa-nim ù a-šur-ma-lik li-mu-um a-lá-hu-um DUMU i-na-ah-DINGIR 1.5 GÍN.TA a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb,"Seal of Dadiya, son of Bazaza; seal of Iddin-abum, ; seal of Aššur-šamsī, . 0.6666 mina 5 shekels of refined silver Ištar-ilšu, son of Azuzaya, owes to Aššur-ṭāb, son of Elamma. From the week of hurāṣānum and Aššur-mālik, eponymy of Alī-ahum, son of Īnah-ilī, he will add 1.5 shekel per mina as interest. "
82b2c169-af37-4c2b-bfdd-0fa305d42fe0,ša-lim-a-šùr ù šu-be-lúm DUMU i-dí-a-bi-im ni-kà-sí ma-ah-ri-ni i-sí-ú-ma 1 GÚ 13 ma-na URUDU lá-mu-na-am i-ṣé-er šu-be-lim ša-lim-a-šùr i-dí-i um-ma ša-lim-a-šùr-ma a-na šu-be-lim-ma i pí-i i-sú-ri-ik a-bi-a qá-tá-at a-bi-kà al-ta-pá-at lu i-ba-ba-tí-šu KÙ.BABBAR al-qé-ma a-na hu-bu-li-šu ú-ša-qí-il5 lu i-na na-ru-qí-a KÙ.BABBAR ma-da-ma a-na hu-bu-ul a-bi-kà ú-ša-qí-il5 al-kam ṭup-pí-a lu-kà-li-im-kà um-ma šu-be-lúm-ma we-da-am i-a-tí tù-la-ma-da-ni qá-dum a-he-a-ma šé-a-ni IGI PUZUR4-a-šùr IGI en-na-nim a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš <gap> i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ṭup-pá-am ša ší-bu-tí-ni ni-dí-in,"Šalim-Aššur and Šu-Bēlum son of Iddin-abum settled accounts before us, and Šalim-Aššur submitted 1 talent 13 minas of bad copper as a claim on Šu-Bēlum. On the orders of Issu-arik, my father, I wrote myself as your fathers guarantor. I took silver from his outstanding claims and paid to cover his debt, and I paid a great deal of silver from my joint-stock capital for your fathers debt. Come! Let me show you my tablets! Šu-Bēlum answered: You inform me alone. Sue me together with my brothers. Witnessed by Puzur-Aššur, by Ennānum. The Kanesh colony gave us for these proceedings and we gave a tablet with our testimony before the dagger of Aššur. "
82bf5ea9-8a5a-4396-9a98-0f4afc7c9ad2,É ša IŠTAR-lá-ma-sí ù a-šùr-DU10 a-na 2.5 ma-na KÙ.BABBAR a-na ša-lim-ma i-dí-nu-ma KÙ.BABBAR ší-im É-šu-nu a-šùr-DU10 ù IŠTAR-lá-ma-sí ša-bu-ú É-bé-tù ša ša-lim-ma šu-ma ma-ma-an a-na É-be-tí i-tù-a-ar-ší-im a-šùr-DU10 ù IŠTAR-lá-ma-sí ú-bu-bu-ší ṭup-pá-am ša ší-im É-be-tí a-ni-ú-tim ša ku-nu-uk nu-a-im be-el É pá-nim a-šùr-DU10 a-na ša-lim-ma i-dí-in IGI {d}UTU-ba-ni IGI a-šur-ma-lik IGI sú-in-SIPA,"The house of Ištar-lamassī and Aššur-ṭāb they sold to Šalimma for 2.5 minas of silver and with price for their house Aššur-ṭāb and Ištar-lamassī are satisfied. That house now belongs to Šalimma. If anybody raises a claim against her for the house, Aššur-ṭāb and Ištar-lamassī will clear her. The tablet recording the payment for this house with the seal of the Anatolian who was the previous owner of the house, Aššur-ṭāb has given to Šalimma. In the presence of Šamaš-bāni, of Aššur-mālik, of Suen-rēī."
82fcd5ea-fc9f-4a62-ba4a-a998d0d1ffc0,<gap> lu-qú-tí KÙ.BABBAR 9 GÍN ṣa-áb-ta-šu-nu-ma ú šu-nu-tí KÙ.BABBAR ša-áš-qí-lá-šu-nu mì-ma ṭup-pí a-ni-ú-tim a-na qá-tí am-tim e-zi-ib er-ša-ší-ma a ma-lá tí-ir-tí-a ep-ša-ma ša-áš-qí-lá-šu-nu-ma a-šar lá-qá-im ku-un-kà-ma li-ib-ší a-hu-ú-a a-tù-nu a-na té-er-tí-a ih-da ki-ma ša a-na-ku wa-áš-ba-ku-ni KÙ.BABBAR ša-qí-il5 ú lá ša-qí-il5 tí-ir-ta-ak-nu a-ṣé-ri-a iš-tí hu-ma-ša-na li-li-kam," <gap> my goods, some 9 shekels of silver seize them and then make them pay the silver to you. I left all these tablets in the hands of the maid. Demand them from her, act in accordance with my instructions, make them pay and seal what there is to recieve and let it be. My dear brothers, pay attention to my instructions as if I was staying there myself. Send me word with humašana whether the silver has been paid or not."
83052128-d9f8-4ee5-9b19-671d9b0df9cf,1.5 GÍN AN.NA i-na a-al bu-u-na-tim a É wa-áb-ri a-dí-in 6 GÍN AN.NA i-na pá-ṭí ša ha-na-ak-na-ak a-šar ni-IS-GA-ru a-na É ub-ri a-dí-in 3 GÍN AN.NA i-na ha-ni-ga wa-ṣa-i-ni a-na É ub-ri a-dí-in 3 GÍN AN.NA i-na wa-zi-da a-na É ub-ri a-dí-in 6 GÍN AN.NA a-na ni-is-ha-tim ša TÚG.HI.A i-na ha-na-ak-na-ak a-dí-in 14 GÍN KÙ.BABBAR ší-im áš-qúl 3 GÍN AN.NA iš-tù ha-na-ak-na-ak i-wa-ṣa-i-a a-na É ub-ri-ni a-dí hu-lu-qá-e ni-iš-e-ú a-dí-in 3 GÍN AN.NA i-na a-al ku-pì-il5-ša-an a-dí-in 1.5 GÍN AN.NA i-na ta-pá-kà-áš a kà-ší-im a-dí-in hi-dam AN.NA a-na a-lá-hi-nim ša ta-e-dí-zi-na a-dí-in 0.5 ma-na URUDU a-né-bar-tim i-ša dur4-hu-mì-it a-dí-in 3 ma-na URUDU SIG5 ni-is-ha-tim i-na dur4-hu-mì-it a kà-ší-im a-dí-in 5 ma-na URUDU SIG5 i-nu-mì a-na wa-ah-šu-ša-na ur-ki TÚG.HI.A i-li-ku a qá-tí ì-lí-úṣ-ra-ni a-dí-in 10 ma-na URUDU ší-kam lu a É ub-ri lu gám-ri i-na wa-ah-šu-ša-na,"1.5 shekel of tin in the town of Buṭnātum I gave to the inn; 6 shekels of tin in the area of hanaknak, where we <gap> , I gave to the inn; 3 shekels of tin, when we left hanigga, I gave to the inn. 3 shekels of tin I gave in Wazida to the inn. 6 shekels of tin I gave in hanaknak as import-tax on the textiles 14 shekels of silver as price <of <gap> > I paid. 3 shekels of tin, when I left hanaknak I gave to our inn, while we searched for goods lost; 3 shekels of tin I gave in the town of Kupilšan; 1.5 shekel of tin I gave in Tapaggaš to the chief; A -bead of tin I gave to the steward of Taedizina; 0.5 mina of copper I gave for the crossing in the area of Durhumit; 3 minas of refined copper, import-tax, in Durhumit I gave to the chief; 5 minas of refined copper I put at the disposal of Ilī-uṣranni, when he went to Wahšušana in pursuit of my textiles; 10 minas of -copper for the inn and expenses inWahšušana."
8316cc0f-8ee3-43e4-8057-cd0fdbefd948,50 NINDA i li-bi4 a-lá-hi-nim ša-áp-li-im ša tù-um-li-a ki-ma NINDA 1 DUG ar-ša-tim i-da-nam,50 loaves of bread owed by the lower miller of Tumliya.
8376cbda-b423-42d4-abb5-188d04896392,4 GÚ AN.NA ku-nu-ki ša a-šùr-i-mì-tí {d}IM-ba-ni ir-dí-a-ni nu-sà-ni-iq-šu-ma 4 GÚ 6 ma-na 5 GÍN AN.NA ni-is-ni-iq ŠÀ.BA 0.83333 ma-na ni-is-ha-at AN.NA-ki-šu a-na É kà-ri-im ni-dí-in IGI en-na-a-šùr DUMU a-ni-nim IGI en-um-a-šùr DUMU ú-zu-a ŠÀ.BA AN.NA 2 GÚ 2 0.5 ma-na ša-lim-a-šùr il5-qé,"6 minas of refined silver is owed by Kulaba, Šupun-ahšu and hanunu. 6 minas of refined silver is owed by Bēlum-bāni son of Kasiya.1.3333 mina of refined silver is owed by Amur-Ištar son of Šalim-Aššur. 5 minas of litu-silver is owed by Šēp-Ištar son of Ali-ahum. 1 mina of refined silver is owed by Šu-Ištar son of Šukkutum. 0.3333 mina of refined silver is owed by Ennam-Adad son of Aššur-malik. 6.6666 minas 8 shekels of refined silver is owed by Enna-Suen son of Iddin-abum. 2 minas 10 shekels of refined silver is owed by Irišum son of Amur-Šamaš. 2.5 minas of refined silver is owed by Ikūn-pīya son of Aššur-bāni. 0.6666 mina of litu-silver is owed by Ilališkan and Šuppun-ahšu. 2 minas 5 shekels of refined silver is owed by Aluwa. 0.3333 mina of refined silver is the working capital of Lulu son of Aššuriš-tikal. 1 mina of refined silver is the working capital of Šu-Ištar son of Šukkutum. 1 mina of refined silver is owed by Šumma-libbi-Aššur. 5.5 shekels of refined silver is owed by Nannaya. 10 shekels of litu-silver is owed by Aššur-rabi son of Lā-qēp. 0.6666 mina of refined litu-silver is owed by Šu-Ištar. 0.3333 mina 1 shekel of litu-silver is owed by Ašed and his son Adiya. 1.5 mina of refined silver is owed by Ilī-muttabbil son of Amur-Ištar. 20 minas of washed copper is owed by Tutaya son of Anah-ilī. 1.83333 mina 4 shekels of refined silver is owed by Aššur-taklāku son of Ikūnum.0.5 mina 1.83333 shekels of litu-silver is owed by Waldi-ilum son of Šu-Bēlum. 0.83333 minas of refined silver is owed by Amur-Aššur son of Abiya. 0.5 mina of refined silver is the working capital of Ibni-Adad.10 shekels of refined silver is owed by Ikūn-pī-Aššur son of Puzur-Ištar. 12.5 minas 6 shekels of refined silver is owed by Amur-Šamaš son of Šu-Anum.0.5 mina 1.5 shekel of refined silver is owed by Abu-šalim. 1 mina 7.5 shekels of silver is owed by Atata son of Ennānum. 3.83333 minas 5.5 shekels of refined silver is owed by Amur-Šamaš son of Šu-Anum. 1.5 mina of refined silver is owed by Amur-Šamaš son of Šu-Anum. 0.3333 mina of refined silver is the working capital of Kize. 1 mina of refined silver is owed by Abu-šalim. 2 minas 16 shekels of lapis lazuli of good quality from the votive offerings for Aššur, 45 ordinary kutānus, 30 minas of tin plus 2 black donkeys and their harness has the merchant given to Šu-Ištar son of Šukkutum. 0.5 mina of refined silver is owed Šuppun-uman. 10 shekels of refined silver is owed by Šu-Bēlum son of Kuziziya. 2 minas 4 shekels of refined silver is owed by Šu-Ištar son of Aššur-lamassī. 12 shekels of refined silver is owed by Ennam-Aššur son of Erra-idī. 0.5 mina 2.5 shekels of silver is owed by Amur-Ištar."
8398a6ab-5370-49a6-90f4-659943762c76,41 ma-na 11.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki ša ki-ma šu-a-tí ú ku-nu-ki-a 3 né-pí-šu a-ha-ma 0.6666 ma-na 1 GÍN KÙ.BABBAR ša-du-a-sú mì-ma a-nim a-na šu-nu-nu ù ì-lí-áš-ra-ni áp-qí-id-ma a-ṣé-er ša-lim-a-šur a-na a-lim{ki} ub-lu a-ha-ma 5 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu a-dí-šu-nu-tí IGI a-hu-wa-qar DUMU šu-IŠTAR IGI ba-zi-a DUMU DINGIR-ku-ru-ub IGI a-šur-ta-ak-lá-ku DUMU qàr-da-a a-ha-ma 10 GÍN KÙ.BABBAR a be-a-li-im a-na šu-nu-nu 7 GÍN KÙ.BABBAR a-na ì-lí-áš-ra-ni ma-ah-ri-šu-nu-ma a-dí-in,"41 minas 11.5 shekels of refined silver, sealed by his representatives and by me - in 3 packages; further, 0.6666 mina 1 shekel of silver, its transport tariff - all this I entrusted to Šu-Nūnu and Ilī-ašrannī, and they brought it to Šalim-Aššur in the City. Furthermore, I gave them 5 shekels of silver for their food. Witnessed by Ahu-waqar son of Šu-Ištar, by Baziya son of Ilī-kurub, by Aššur-taklāku son of Qardaya. Furthermore, I gave 10 shekels of silver as a working-capital to Šu-Nūnu and 7 shekels of silver to Ilī-ašrannī witnessed by the same men."
83bcd693-613c-4609-83cb-4a44f36c5b19,KIŠIB sú-en-na-da DUMU e-nam-a-šùr a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-ma IGI GÍR ša a-šùr ší-bu-tí a-dí-in šu-ku-bu-um DUMU a-šur-i-dí ù i-dí-IŠTAR DUMU a-šur-na-da tap-pá-ú-a,Seal of Suen-nādā son of Ennam-Aššur. The Kanesh colony gave me for these proceedings and I gave my testimony before Aššurs dagger. Šu-Kūbum son of Aššur-idī and Iddin-Ištar son of Aššur-nādā were my absent partners.
83d02eb5-ab81-4de9-9af7-a92a0c871965,0.5 ma-na 7 GÍN KÙ.BABBAR ú 2.25 GÍN KÙ.GI IŠTAR-lá-ma-sí DAM ku-ni-li a-na lá-ma-sà-tim DAM e-lá-ma té-zi-ib KÙ.BABBAR ú KÙ.KI a-na en-nam-a-šur DUMU a-šùr-dan ú šu-mì-a-bi4-a DUMU a-mu-a lá-ma-sà-tum DAM e-lá-ma <gap> ú en-nam-a-šur DUMU e-lá-ma i ša-ha-at um-mì-šu i-zi-iz-ma ip-qí-du IGI PÚZUR-a-šur DUMU i-ku-pí-a IGI a-mur-DINGIR DUMU šu-ku-bi-im IGI ma-ṣí-ì-lí DUMU bu-zu-zu IGI PÚZUR.IŠTAR DUMU šu-ku-bi-im,"37 shekels of silver and 2 ¼ shekels of gold Ištar-lamassī, wife of Kūn-ilum, left to Lamassutum, wife of Elamma. That silver and gold Lamassutum, wife of Elamma, attended by Elammas son Ennam-Aššur, entrusted to Ennam-Aššur, son of Aššur-dān, and Šumi-abiya, son of Amua. In the presence of Puzur-Aššur, son of Ikūn-pīya, of Amur-ilī, son of Šu-Kūbum, of Maṣi-ilī, son of Buzuzu, of Puzur-Ištar, son of Šu-Kūbum."
83d53ac5-b95e-40fe-aa3c-97265971fc0a,a-na en-na-nim DUMU a-bi4-a ú a-lá-hi-im DUMU šál-ma-a-šùr KIŠIB PUZUR4-a-šur,To Ennānum son of Abiya and Ali-ahum son of Šalim-Aššur; seal of Puzur-Aššur.
83f611ec-6cf6-4f07-9604-62abcb1e6fa3,13.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi4-im a-mur-IŠTAR i-šu u4-mu-šu ma-al-ú IGI a-šur-e-mu-qí IGI en-nam-a-šur DUMU me-na-a,"Iddin-abum owes 13.3333 minas of silver to Amur-Ištar. His term has expired. Witnessed by Aššur-emūqi, by Ennam-Aššur son of Menaya."
84183318-0d21-4f37-96d0-a30811e06873,25 áb-na-tum iš-tí e-na-ah-DINGIR,25 stones owed by Enah-ilī.
842f390f-7848-46b8-b9c1-86cadb3ee753,a-na en-nam-a-šur qí-bi-ma um-ma a-lá-hu-um-ma a-hi a-ta a-ma-kam iš-tù a-wa-tù-um i-ba-tù-qú-ni tí-ir-ta-kà li-li-kam-ma a ma-lá tí-ir-tí-kà le-pu-uš a-ṣé-er ANŠE a-ni-ú-tim 3 ANŠE ù ṣú-ha-ri šé-ri-a a ma-lá té-er-tí-kà le-pu-uš,"To Ennam-Aššur from Ali-ahum: My dear brother, send me word there after the matter has been dropped, then I shall act in accordance with your instructions. Dispatch 3 donkeys and servants in addition to these donkeys. I shall act in accordance with your instructions. "
8471df56-a2b0-45a6-92b3-f9033a8ad15c,um-ma ku-zi-zi-a-ma a-na en-um-a-šùr qí-bi-ma 2 TÚG ra-qá-tim ù hu-sà-ra-am šé-ep-IŠTAR ù ša-lim-ÌR-dí ub-lu-nim {TÚG}ra-qá-tí-kà a-šùr-e-mu-qí i-na ma-ri-it-hi-im i-dí-ší-na-ma ší-im-ší-na ù-lá ub-lam i-na a-lá-ki-šu ší-im-ší-na ù-šé-ba-lá-kum KÙ.BABBAR a-na qá-tí-a lá ma-qí-it-ma me-eh-ra-tim lá ú-šé-bi-lá-kum hu-sà-ar-kà ku-nu-ki-a ù 4.3333 GÍN KÙ.GI ku-nu-ki-a-ma ší-im ra-qá-tim ša pí-lá-ah-IŠTAR šé-ep-IŠTAR ù ša-lim-ÌR-dí na-áš-ú-ni-kum a-<gap> na-ru-uq <gap>-ru-tum <gap>-tám a-ma-kam a-na a-wi-il5-tim dí-in KÙ.BABBAR-áp-šu i-na a-lá-ak ṣú-ha-ri-im ú-šé-ba-lá-kum,"From Kuziziya to Ennam-Aššur: Šēp-Ištar and Šalim-wardī brought me 2 thin textiles and some lapis lazuli. Aššur-emūqī sold your thin textiles in Marithum, but he has not brought the proceeds from their sale. When he comes I shall send you the proceeds from them. No silver has fallen into my hands, so I did not send you a corresponding amount. Your lapis lazuli is under my seal and Šēp-Ištar and Šalim-wardī bring you 4 ⅓ shekels of gold, also under my seal, the proceeds from the thin textiles belonging to Pilah-Ištar. <gap> a sack <gap> give that to the lady there. I shall send you the silver for it when the servant comes."
